NDVI,NDWI,NDBI,ICE,Clase
0.8194525,-0.70990694,-0.2406672,0.33994502,2
0.82604325,-0.71159285,-0.3102453,0.36377665,2
0.789131,-0.7041985,-0.28189486,0.33829427,2
0.7836442,-0.6946565,-0.21667646,0.31789374,2
0.7872745,-0.69396937,-0.27442017,0.3371694,2
0.8194946,-0.71428573,-0.30591094,0.35866344,2
0.8375451,-0.72835314,-0.3078529,0.36545777,2
0.8409966,-0.7337884,-0.30696252,0.36582938,2
0.8395722,-0.7385711,-0.28904787,0.35878623,2
0.80639184,-0.72451913,-0.30282277,0.34913892,2
0.8080338,-0.7117694,-0.33001554,0.3606677,2
0.7760141,-0.6832428,-0.30313814,0.34229994,2
0.8046381,-0.6969163,-0.27718833,0.34609228,2
0.8341301,-0.72074884,-0.33859223,0.37449294,2
0.8450093,-0.72555083,-0.35580865,0.3841371,2
0.8476972,-0.73942906,-0.31281388,0.36980695,2
0.82645935,-0.72498935,-0.31815225,0.36367747,2
0.81586564,-0.67850137,-0.38352942,0.38729137,2
0.81885123,-0.6993464,-0.39982998,0.38950533,2
0.8216409,-0.6946903,-0.36907953,0.38260627,2
0.8373709,-0.70810056,-0.40716237,0.39921403,2
0.8526979,-0.7196125,-0.39068738,0.39963266,2
0.8427159,-0.72036105,-0.37128237,0.38867044,2
0.8512125,-0.7227003,-0.39227203,0.3987478,2
0.83157897,-0.69618195,-0.3473141,0.38074732,2
0.825668,-0.6960325,-0.34647068,0.3775687,2
0.8613558,-0.7286146,-0.40625,0.40682995,2
0.85154796,-0.722415,-0.4150513,0.40580636,2
0.8514905,-0.71888626,-0.38711423,0.39810225,2
0.85142857,-0.72892207,-0.36440203,0.3892505,2
0.8296693,-0.7369344,-0.35042268,0.37257457,2
0.8115035,-0.7012889,-0.3065502,0.35745904,2
0.80326563,-0.69683343,-0.31360602,0.35634795,2
0.8226897,-0.7000701,-0.34441674,0.37465587,2
0.8091731,-0.6829648,-0.35983896,0.37594527,2
0.7972568,-0.6745006,-0.38282388,0.37857547,2
0.74931127,-0.6509587,-0.3169151,0.33953843,2
0.7116348,-0.6374934,-0.27280253,0.3101595,2
0.7401561,-0.6516299,-0.30590993,0.33152506,2
0.7385057,-0.6724257,-0.28963497,0.32165822,2
0.72582525,-0.6637963,-0.2558994,0.30692318,2
0.72782457,-0.65989465,-0.25251952,0.30768922,2
0.6776055,-0.629993,-0.24551539,0.28645876,2
0.626943,-0.55157506,-0.2813058,0.2875482,2
0.59894806,-0.5407032,-0.2320162,0.26093826,2
0.5641112,-0.5046699,-0.21287642,0.24498454,2
0.47163898,-0.4387255,-0.14383145,0.19122383,1
0.34745994,-0.32372564,-0.17050147,0.16013528,1
0.26789948,-0.23796296,-0.12305754,0.12327441,1
0.22693485,-0.18197136,-0.14671026,0.12108623,1
0.23383948,-0.18057285,-0.13160251,0.12028592,1
0.23116884,-0.17375155,-0.13160251,0.12031486,1
0.19763513,-0.15707874,-0.12239042,0.10411894,1
0.19354838,-0.16006601,-0.118202604,0.10022177,1
0.23022537,-0.1979346,-0.13435876,0.115833394,1
0.26984128,-0.22879413,-0.11562077,0.12384805,1
0.2770552,-0.26065892,-0.12458131,0.12377021,1
0.2882527,-0.27161998,-0.12609212,0.12763,1
0.29580247,-0.27316836,-0.1521405,0.13890971,1
0.33710176,-0.2881188,-0.14802559,0.1553348,1
0.85318893,-0.7322835,-0.41500765,0.40464008,2
0.8572005,-0.73474,-0.43048003,0.41079625,2
0.83542126,-0.71179837,-0.34171304,0.37786487,2
0.7832957,-0.7099567,-0.2693312,0.33045587,2
0.8004789,-0.7099545,-0.30078802,0.34848493,2
0.824295,-0.7093496,-0.26991317,0.35125154,2
0.8176811,-0.70015454,-0.26098585,0.34710538,2
0.8153846,-0.7180296,-0.28891316,0.35076034,2
0.80241936,-0.682032,-0.29354313,0.35286623,2
0.8168981,-0.7075868,-0.33679652,0.36797065,2
0.8274672,-0.7367731,-0.34941396,0.37120318,2
0.82459486,-0.72044945,-0.36787564,0.37857023,2
0.828728,-0.6798825,-0.38714707,0.39453164,2
0.808679,-0.6990991,-0.3058681,0.3562801,2
0.7973231,-0.69981915,-0.30442324,0.3500247,2
0.7930718,-0.69691706,-0.29683092,0.34620178,2
0.8102767,-0.70339376,-0.26716238,0.3446083,2
0.8212346,-0.73880243,-0.28726003,0.34903482,2
0.83758265,-0.7456829,-0.31176272,0.36318356,2
0.840691,-0.7373188,-0.30698466,0.36497712,2
