NDVI,NDWI,NDBI,ICE,Clase
0.7923604,-0.67966956,-0.23190846,0.32981884,2
0.7980397,-0.6662442,-0.26208,0.344395,2
0.8130229,-0.6894915,-0.36735255,0.37881893,2
0.82828283,-0.6781457,-0.37437287,0.39082414,2
0.8249433,-0.72852236,-0.2712052,0.34812874,2
0.82986766,-0.7034756,-0.26144323,0.35267168,2
0.82176405,-0.6854599,-0.2737466,0.35591403,2
0.8228906,-0.69970787,-0.264561,0.350872,2
0.8164405,-0.6828096,-0.28406206,0.35687697,2
0.80508083,-0.6693721,-0.24756584,0.34293574,2
0.80299306,-0.6943745,-0.262631,0.34141093,2
0.8180235,-0.70972365,-0.3171424,0.36220974,2
0.8451523,-0.728223,-0.29398337,0.36512655,2
0.8619058,-0.736061,-0.34451693,0.38709578,2
0.8422342,-0.7137648,-0.2810903,0.36269122,2
0.8332869,-0.72372216,-0.213732,0.33601862,2
0.8248745,-0.71893877,-0.21140319,0.33207047,2
0.830973,-0.72833115,-0.26295888,0.34870794,2
0.8431218,-0.7150192,-0.33314326,0.37850004,2
0.8401862,-0.70279974,-0.3150381,0.37404457,2
0.8246981,-0.69894814,-0.3092942,0.36534768,2
0.76662683,-0.65831774,-0.30759028,0.34392697,2
0.70109355,-0.60366553,-0.28263858,0.31460524,2
0.7383217,-0.6119169,-0.32346314,0.34381643,2
0.79636365,-0.66505164,-0.3055831,0.35684642,2
0.82110554,-0.70061004,-0.25789657,0.34779972,2
0.8314417,-0.70044845,-0.27892074,0.35930738,2
0.84808147,-0.7259873,-0.25398514,0.35503882,2
0.85541576,-0.7472119,-0.28196386,0.36285466,2
0.8494942,-0.7208448,-0.25919706,0.35833725,2
0.82538515,-0.7221966,-0.2572006,0.34541345,2
0.8278146,-0.73294264,-0.28232926,0.35201755,2
0.85813856,-0.76376724,-0.32340488,0.3733373,2
0.8494055,-0.73410404,-0.33609036,0.37870908,2
0.8512397,-0.71894485,-0.2639746,0.36102325,2
0.83090377,-0.719135,-0.22704181,0.33973742,2
0.84078515,-0.71414065,-0.2611132,0.3558984,2
0.8552529,-0.74353975,-0.27532098,0.3615148,2
0.87114567,-0.7382394,-0.29493406,0.37640518,2
0.85337806,-0.75499094,-0.29864025,0.36528292,2
0.8842458,-0.76254183,-0.33735132,0.39081994,2
0.88605106,-0.7669796,-0.37535816,0.40223706,2
0.8740801,-0.7743371,-0.355411,0.38879594,2
0.84540355,-0.7302241,-0.24760963,0.35093984,2
0.83690566,-0.710484,-0.240599,0.34853572,2
0.42079553,-0.40607736,-0.082690775,0.15398952,1
0.5633588,-0.51199704,-0.18278949,0.23411682,2
0.59416956,-0.5234604,-0.18980819,0.24933515,2
0.57585514,-0.5166538,-0.20177996,0.2451308,2
0.644923,-0.5818108,-0.19932276,0.26589617,2
0.70039773,-0.6202105,-0.22294614,0.2930406,2
0.6522899,-0.56529063,-0.20629768,0.27497613,2
0.6388889,-0.5546772,-0.18118118,0.26286337,2
0.6615385,-0.5665529,-0.19882469,0.27710608,2
0.6087719,-0.5522641,-0.17639512,0.24685168,2
0.57127404,-0.5534645,-0.1716129,0.226428,2
0.5395619,-0.5013078,-0.12457143,0.20689084,2
0.46297,-0.43197027,-0.17924383,0.19886409,1
0.39506173,-0.35374376,-0.15077794,0.17201549,1
0.3825547,-0.33543706,-0.17003042,0.17519906,1
0.37236843,-0.32150775,-0.13647507,0.16282518,1
0.35582432,-0.30755064,-0.14670256,0.1604128,1
0.36563876,-0.32438207,-0.110116385,0.15097788,1
0.32110092,-0.2931634,-0.12400856,0.13912036,1
0.24717626,-0.2183731,-0.10149635,0.11036241,1
0.2503151,-0.2079883,-0.12306125,0.120478265,1
0.24209486,-0.19543509,-0.10639234,0.113878116,1
0.17780809,-0.15008882,-0.12109079,0.09521352,0
0.13186339,-0.119760476,-0.10873478,0.07460003,0
0.11921098,-0.10219595,-0.1072224,0.07133302,0
0.14690721,-0.12468408,-0.12067156,0.08471826,0
0.2493049,-0.18453427,-0.12544353,0.12537865,1
0.3157092,-0.26924962,-0.15111753,0.14933994,1
0.3601741,-0.28965694,-0.13417262,0.16240744,1
0.4601227,-0.34653464,-0.20981064,0.22369762,2
0.6170543,-0.4953405,-0.14599644,0.25325796,2
0.73702425,-0.60961926,-0.23912373,0.3183254,2
0.7054118,-0.6164139,-0.19014779,0.28646746,2
0.7273178,-0.64728135,-0.23087794,0.30346602,2
0.82881534,-0.7,-0.3261105,0.3722408,2
0.8486708,-0.7455107,-0.39098322,0.3925282,2
0.8056225,-0.70475227,-0.26032516,0.33995837,2
0.77986497,-0.6654765,-0.19889285,0.31650504,2
0.7871465,-0.65602666,-0.26354054,0.34143007,2
0.77952754,-0.64513195,-0.25971085,0.33865064,2
0.7902589,-0.65988606,-0.31506848,0.35767278,2
0.8098655,-0.68342024,-0.3065717,0.3602202,2
0.8114638,-0.7063811,-0.28193095,0.34903497,2
0.8255384,-0.71475273,-0.3053352,0.3614192,2
0.84158415,-0.73706895,-0.36822748,0.38384652,2
0.84522265,-0.73179144,-0.30320612,0.36721486,2
0.80532897,-0.6956078,-0.18529096,0.3191302,2
0.7973249,-0.702018,-0.2644338,0.337589,2
0.8263527,-0.69389796,-0.37557542,0.3870694,2
0.83536583,-0.68952817,-0.35223922,0.38544905,2
0.83297646,-0.712,-0.29952937,0.36394703,2
0.8418766,-0.71555734,-0.30321193,0.36879042,2
0.84496427,-0.71778256,-0.35587442,0.38568795,2
0.8463658,-0.7108203,-0.35730565,0.38821054,2
0.84065634,-0.70482945,-0.33087265,0.37862408,2
0.80903584,-0.69681084,-0.24467233,0.33855745,2
0.7873591,-0.69713885,-0.21498752,0.31874806,2
0.7905458,-0.7114329,-0.225818,0.32073173,2
0.8491896,-0.72065574,-0.29028028,0.36754772,2
0.8575903,-0.75602055,-0.35651115,0.3845444,2
0.843987,-0.7235443,-0.23467538,0.34768724,2
0.8339,-0.7085973,-0.27869964,0.3588404,2
0.8284158,-0.7096774,-0.30821696,0.3647375,2
0.84826326,-0.7304236,-0.26711577,0.35818163,2
0.8637993,-0.72312224,-0.3335233,0.38733217,2
0.85854024,-0.71646976,-0.33315343,0.3859222,2
0.8510397,-0.71428573,-0.3291706,0.38141388,2
0.82852834,-0.69769067,-0.34759063,0.37900323,2
0.7681988,-0.64956915,-0.26236457,0.33289492,2
0.77299625,-0.6341101,-0.22119303,0.326034,2
0.80176085,-0.6703528,-0.20288207,0.32767448,2
0.82109094,-0.7080491,-0.27451646,0.35129058,2
0.8178473,-0.69978493,-0.29786536,0.3583263,2
0.8429713,-0.72080773,-0.30102888,0.36763278,2
0.865081,-0.7266515,-0.3669973,0.3973094,2
0.82235765,-0.69559526,-0.27621862,0.35492536,2
0.6964657,-0.64102566,-0.19363686,0.27811876,2
0.7494387,-0.6685225,-0.25414455,0.3172582,2
0.8563939,-0.7431507,-0.27469087,0.36197406,2
0.8565501,-0.74776787,-0.20022993,0.33879045,2
0.86199343,-0.73646575,-0.23929287,0.35549143,2
0.8443307,-0.72667676,-0.26767865,0.3571336,2
0.8318777,-0.71224487,-0.2583427,0.35099268,2
0.83920705,-0.736418,-0.24348474,0.34536535,2
0.82272726,-0.70366436,-0.22442748,0.337959,2
0.83567566,-0.758219,-0.23828624,0.3376799,2
0.8856152,-0.74603814,-0.35134295,0.39900288,2
0.8794801,-0.7435148,-0.37284234,0.40288982,2
0.87908053,-0.7671208,-0.3810335,0.40042615,2
0.8632479,-0.7307831,-0.3551851,0.39202285,2
0.8536991,-0.71307856,-0.32304955,0.3811487,2
0.8653388,-0.7434237,-0.30803096,0.37639394,2
0.8548608,-0.7300979,-0.28141257,0.3658346,2
0.8452722,-0.7203918,-0.28628495,0.3644432,2
0.87606066,-0.7215668,-0.2596685,0.37161753,2
0.86925435,-0.74285716,-0.2752613,0.36863413,2
0.8737041,-0.73321706,-0.31307793,0.384132,2
0.8538478,-0.7352704,-0.28300762,0.3647721,2
0.8718464,-0.74267304,-0.2712661,0.36876842,2
0.85445786,-0.73803073,-0.23949106,0.3514701,2
0.87196076,-0.73747414,-0.27985358,0.37244162,2
0.8666667,-0.7635591,-0.25484616,0.35707536,2
0.8792453,-0.7224384,-0.3107419,0.38835752,2
0.8798547,-0.7488952,-0.26585138,0.3699037,2
0.19425675,-0.17686225,-0.06425816,0.08103337,0
0.17446116,-0.16217303,-0.051328722,0.07019459,0
0.16419077,-0.15292296,-0.06661891,0.071496464,0
0.17109965,-0.1518938,-0.068937406,0.07585229,0
0.16564916,-0.15810756,-0.05420079,0.06746331,0
0.2019573,-0.18612818,-0.07767475,0.08705544,0
0.2561651,-0.23932473,-0.03816159,0.09166607,0
0.29544175,-0.28855303,-0.094106466,0.118242204,1
0.36788228,-0.3484705,-0.05736894,0.13145772,1
0.49521708,-0.4687387,-0.11863474,0.18945122,1
0.5591152,-0.51913786,-0.12153635,0.21219093,2
0.5313777,-0.48880866,-0.16827196,0.21840869,2
0.5643639,-0.54626864,-0.17062147,0.22411466,2
0.6058632,-0.58393574,-0.18030824,0.24023694,2
0.59631103,-0.5404531,-0.16328089,0.23904917,2
0.56540924,-0.52733535,-0.13536,0.21784556,2
0.58949673,-0.55280036,-0.14682665,0.22823629,2
0.501583,-0.47490004,-0.09013298,0.18285137,1
0.4649523,-0.4439902,-0.12073616,0.17989895,1
0.45225933,-0.42923433,-0.118644066,0.17587602,1
0.4161666,-0.3815427,-0.1588677,0.17943507,1
0.4177215,-0.35513407,-0.16371806,0.18694936,1
0.4213619,-0.35085413,-0.15994358,0.18849319,1
0.4123882,-0.33333334,-0.15289983,0.18539739,1
0.38611373,-0.33252794,-0.16951624,0.17740615,1
0.3551575,-0.31180868,-0.12642793,0.15314539,1
0.31042516,-0.27949956,-0.13880804,0.14095508,1
0.25117004,-0.2213198,-0.13597734,0.12211426,1
0.24931233,-0.2132103,-0.15434381,0.12831725,1
0.2657221,-0.22345026,-0.15294917,0.13405575,1
0.24526516,-0.18521857,-0.16875903,0.13621658,1
0.2238938,-0.15683815,-0.18432884,0.13587792,1
0.20189819,-0.1366789,-0.18780644,0.12995525,1
0.19601904,-0.14736405,-0.1969254,0.12761433,1
0.2711455,-0.2091954,-0.17292897,0.14561236,1
0.3505933,-0.29606625,-0.23456182,0.18645194,1
0.4461168,-0.33741647,-0.21481857,0.22002068,2
0.52118796,-0.41604856,-0.2533572,0.25339144,2
0.687579,-0.5607477,-0.2313364,0.30104086,2
0.7531874,-0.63042504,-0.30585918,0.34226644,2
0.6880627,-0.6198439,-0.2000826,0.28008735,2
0.75074184,-0.6471245,-0.22916667,0.314696,2
0.81071836,-0.6997592,-0.2638281,0.34455577,2
0.79809976,-0.69540876,-0.1973112,0.31916147,2
0.7930205,-0.6893424,-0.18962076,0.315528,2
0.8162268,-0.6894749,-0.25117844,0.34557194,2
0.83024555,-0.69648564,-0.31273177,0.36964518,2
0.82328653,-0.68904185,-0.33393747,0.37401614,2
0.8220701,-0.6854599,-0.31786543,0.36930272,2
0.8261098,-0.7199406,-0.2284856,0.33761248,2
0.8325313,-0.7222976,-0.2712402,0.35317817,2
0.8362595,-0.7136944,-0.38268855,0.39019743,2
0.8524946,-0.7249621,-0.39580497,0.39999637,2
0.8351188,-0.720524,-0.27984408,0.3574078,2
0.8096101,-0.6915254,-0.28587535,0.3522626,2
0.801442,-0.70052356,-0.38232374,0.37531343,2
0.83467895,-0.70916903,-0.37343502,0.38753617,2
0.83946145,-0.70851374,-0.23055604,0.3471948,2
0.83756626,-0.74179894,-0.19426809,0.32870376,2
0.8479419,-0.7227991,-0.23996751,0.35140136,2
0.82866555,-0.7063797,-0.30992773,0.36603516,2
0.8460416,-0.70744056,-0.34664005,0.38552472,2
0.84423673,-0.7184325,-0.31720206,0.3735925,2
0.81246835,-0.69881237,-0.2134374,0.33050293,2
0.78152204,-0.6694737,-0.15555556,0.30353296,2
0.7833239,-0.68488747,-0.1461903,0.29854155,2
0.8120482,-0.681073,-0.18197694,0.32440257,2
0.84326327,-0.71639043,-0.240599,0.35053325,2
0.827552,-0.69641215,-0.23551089,0.34514683,2
0.8163139,-0.7101954,-0.31763303,0.3614078,2
0.8292825,-0.7284586,-0.34534535,0.37255314,2
0.85548335,-0.7203359,-0.33711693,0.38480958,2
0.8576598,-0.7245241,-0.32834962,0.38243,2
0.85808516,-0.7265973,-0.34354675,0.38678715,2
0.85183597,-0.72687227,-0.310041,0.37355584,2
0.85899043,-0.7030384,-0.34968954,0.3937944,2
0.82651687,-0.6898129,-0.30864596,0.36788964,2
0.8164157,-0.6969147,-0.28191945,0.35340077,2
0.8048909,-0.6725146,-0.24190338,0.34051353,2
0.79475874,-0.6677287,-0.27089837,0.34510314,2
0.7558545,-0.65213317,-0.25275508,0.32332712,2
0.771518,-0.6975756,-0.208756,0.30887067,2
0.83150184,-0.729249,-0.22313473,0.33684152,2
0.8078212,-0.6889353,-0.16048054,0.31426772,2
0.71134984,-0.6482231,-0.22031641,0.29212523,2
0.757884,-0.6744186,-0.32413793,0.34129965,2
0.85200274,-0.7265823,-0.2996665,0.37058485,2
0.8676654,-0.7542214,-0.31481808,0.37743387,2
0.8788991,-0.74234325,-0.29549974,0.37963083,2
0.8271144,-0.7196371,-0.168888,0.32029617,2
0.8366748,-0.7003169,-0.285201,0.36383432,2
0.83115125,-0.7113924,-0.31007752,0.3663204,2
0.81430095,-0.718908,-0.2283237,0.331866,2
0.8479532,-0.73756564,-0.24409449,0.3496918,2
0.8857012,-0.75181234,-0.32090032,0.3887582,2
0.8827709,-0.7549669,-0.3167702,0.38542312,2
0.88106287,-0.7694902,-0.33933935,0.38843518,2
0.8818456,-0.740726,-0.34442392,0.39610478,2
0.874097,-0.75036144,-0.2611111,0.36530954,2
0.8972047,-0.7381247,-0.3994014,0.42079782,2
0.85798186,-0.7378277,-0.3166856,0.37643105,2
0.8490314,-0.7327074,-0.24320683,0.35093626,2
0.87356323,-0.7470525,-0.31850353,0.38292217,2
0.8636633,-0.75055677,-0.23779528,0.35305887,2
0.8505183,-0.71790326,-0.27327326,0.36366045,2
0.8413152,-0.7120071,-0.28457448,0.36362854,2
0.86679447,-0.72465694,-0.2883598,0.37497377,2
0.8406264,-0.7250162,-0.30823377,0.3677801,2
0.86099046,-0.7084746,-0.33937782,0.39061368,2
0.8826715,-0.73255813,-0.34580645,0.39856604,2
0.87369376,-0.75042444,-0.3407022,0.38897264,2
0.84531295,-0.75103736,-0.28121442,0.35681334,2
0.86347055,-0.729207,-0.30749542,0.3781425,2
0.85829395,-0.74530274,-0.2844248,0.36541387,2
0.8438513,-0.73195875,-0.32973558,0.3744546,2
0.8493758,-0.70452857,-0.39850768,0.4033345,2
0.8565841,-0.7302552,-0.3676965,0.39254993,2
0.85332686,-0.7585254,-0.33660245,0.3759391,2
0.8464763,-0.734252,-0.30084902,0.36664248,2
0.8195536,-0.7134399,-0.21367162,0.33119032,2
0.8108484,-0.703631,-0.16275954,0.3135259,2
0.83587337,-0.7487437,-0.24631914,0.3420837,2
0.8258258,-0.7331813,-0.2322659,0.33595642,2
0.8319266,-0.72256726,-0.19226176,0.32912835,2
0.35228205,-0.30210528,-0.14153881,0.15818161,1
0.2645951,-0.2082771,-0.10842876,0.123170756,1
0.2109777,-0.16839057,-0.13311265,0.11174453,1
0.21490683,-0.16244057,-0.11357814,0.10903874,1
0.24126455,-0.17665616,-0.12190995,0.121874034,1
0.24841915,-0.19446845,-0.07538177,0.107930414,1
0.23518687,-0.19225693,-0.06556571,0.09881177,0
0.18486299,-0.16709511,-0.04558104,0.072686784,0
0.1704877,-0.15460527,-0.06072339,0.072539814,0
0.17813765,-0.14883538,-0.0551124,0.07583547,0
0.18146111,-0.15736821,-0.071606696,0.080738924,0
0.18908228,-0.15704387,-0.07828894,0.08661905,0
0.16805722,-0.15158637,-0.06724748,0.07388558,0
0.18632479,-0.16687684,-0.09108774,0.08711335,0
0.23225495,-0.21872015,-0.04923425,0.08715372,0
0.27180037,-0.25396827,-0.108512625,0.11766032,1
0.31235155,-0.29847237,-0.07385811,0.11863874,1
0.40240642,-0.39541072,-0.13436064,0.16242926,1
0.45324767,-0.43481326,-0.119604066,0.1755424,1
0.4409504,-0.4137813,-0.16827196,0.18820053,1
0.47587642,-0.44625852,-0.18308292,0.20361139,2
0.5265219,-0.48476455,-0.22043547,0.2324387,2
0.5407855,-0.48742253,-0.1966564,0.23190516,2
0.51080245,-0.47606483,-0.1834391,0.21521999,2
0.5186754,-0.48382244,-0.18687932,0.218637,2
0.5088803,-0.46586648,-0.17023507,0.21233739,2
0.47178003,-0.42837077,-0.18964761,0.20711015,2
0.43039772,-0.3957034,-0.16080691,0.18430024,1
0.41305843,-0.3633952,-0.17084283,0.18510301,1
0.4245614,-0.35785952,-0.15373686,0.18682986,1
0.43631637,-0.37114498,-0.13000292,0.18293007,1
0.45085695,-0.37078652,-0.13940392,0.19309235,1
0.42162508,-0.37330037,-0.17302363,0.18805955,1
0.3681996,-0.32248694,-0.14443746,0.16293365,1
0.3325701,-0.2851228,-0.15547834,0.155904,1
0.29089952,-0.2409608,-0.14565827,0.14095508,1
0.26804644,-0.21823472,-0.15707047,0.13749743,1
0.2824504,-0.22494005,-0.15448073,0.14258142,1
0.31233868,-0.22742637,-0.1521813,0.15633845,1
0.3360698,-0.24118207,-0.15502329,0.16630547,1
0.30295685,-0.21244925,-0.17047681,0.16013162,1
0.27557948,-0.19788918,-0.18990935,0.15518472,1
0.3377892,-0.25337186,-0.16773252,0.16853999,1
0.4138649,-0.3397237,-0.209622,0.20187432,2
0.5505214,-0.43018243,-0.16273426,0.23804447,2
0.6334378,-0.52062255,-0.21934478,0.27839783,2
0.7311919,-0.6087981,-0.24158835,0.31631282,2
0.71905583,-0.6045137,-0.21308145,0.3025496,2
0.7415902,-0.6471439,-0.08090154,0.26563677,2
0.79853237,-0.66934985,-0.18609767,0.32122552,2
0.7558713,-0.67477876,-0.24149242,0.31542763,2
0.76441103,-0.66233766,-0.26846847,0.33027852,2
0.7874444,-0.7008467,-0.28090683,0.3378249,2
0.82214475,-0.7068191,-0.3054341,0.3613388,2
0.8397158,-0.7010403,-0.35386404,0.38580903,2
0.8267981,-0.71496063,-0.32784638,0.36876082,2
0.8269186,-0.7243505,-0.27952948,0.35244805,2
0.85704684,-0.7255882,-0.30994153,0.37638825,2
0.83873796,-0.7172089,-0.3155667,0.3705972,2
0.8275584,-0.7091183,-0.34320402,0.37491673,2
